-4288.82 -2528.11 696.435 
-4331.31 -2484.58 696.435 
-4331.31 -2484.58 725.419 
-4308.21 -2502.93 725.419 
-4356.85 -2474.06 696.435 
-4383.47 -2471.93 696.435 
-4383.47 -2471.93 725.419 
-4434.22 -2492.83 696.435 
-4434.22 -2492.83 725.419 
-4472.75 -2542.85 696.435 
-4472.75 -2542.85 725.419 
-4484.72 -2575.64 725.419 
-4484.72 -2575.64 696.435 
-4490.87 -2648.03 696.435 
-4490.87 -2648.03 725.419 
-4472.75 -2716.52 696.435 
-4472.75 -2716.52 725.419 
-4434.22 -2766.53 696.435 
-4383.47 -2787.44 725.419 
-4356.85 -2785.3 696.435 
-4331.31 -2774.78 696.435 
-4331.31 -2774.78 725.419 
-4308.21 -2756.44 725.419 
-4288.82 -2731.26 696.435 
-4288.82 -2731.26 725.419 
-4308.21 -2502.93 754.404 
-4288.82 -2528.11 725.419 
-4356.85 -2474.06 725.419 
-4409.73 -2478.3 754.404 
-4409.73 -2478.3 725.419 
-4455.61 -2514.74 725.419 
-4455.61 -2514.74 754.404 
-4472.75 -2542.85 754.404 
-4490.87 -2611.34 725.419 
-4490.87 -2648.03 754.404 
-4484.72 -2683.73 725.419 
-4472.75 -2716.52 754.404 
-4455.61 -2744.62 725.419 
-4455.61 -2744.62 754.404 
-4434.22 -2766.53 725.419 
-4409.73 -2781.06 725.419 
-4356.85 -2785.3 725.419 
-4331.31 -2774.78 754.404 
-4288.82 -2731.26 754.404 
-4308.21 -2756.44 754.404 
-4274.16 -2558.76 754.404 
-4265.04 -2593.24 754.404 
-4288.82 -2528.11 754.404 
-4356.85 -2474.06 754.404 
-4383.47 -2471.93 754.404 
-4434.22 -2492.83 754.404 
-4484.72 -2575.64 754.404 
-4484.72 -2683.73 754.404 
-4434.22 -2766.53 754.404 
-4383.47 -2787.44 754.404 
-4356.85 -2785.3 754.404 
-4409.73 -2781.06 754.404 
-4490.87 -2611.34 754.404 
-4274.16 -2700.6 754.404 
-4331.31 -2484.58 754.404 
-4261.95 -2629.68 754.404 
-4265.04 -2666.13 754.404 
-4409.73 -2478.3 696.435 
-4382.33 -2498.99 696.435 
-4431.51 -2451.08 0.799988 
-4436.76 -2451.08 0.799988 
-4439.39 -2446.53 0.799988 
-4441.69 -2452.88 0.799988 
-4435.85 -2456.25 0.799988 
-4437.67 -2456.25 0.799988 
-4431.82 -2449.28 39.9981 
-4431.82 -2449.28 0.799988 
-4432.73 -2447.71 0.799988 
-4432.73 -2447.71 39.9981 
-4434.13 -2446.53 0.799988 
-4435.85 -2445.91 39.9981 
-4435.85 -2445.91 0.799988 
-4437.67 -2445.91 0.799988 
-4440.78 -2447.71 39.9981 
-4440.78 -2447.71 0.799988 
-4441.69 -2449.28 39.9981 
-4441.69 -2449.28 0.799988 
-4442.01 -2451.08 0.799988 
-4439.39 -2455.63 39.9981 
-4440.78 -2454.46 39.9981 
-4440.78 -2454.46 0.799988 
-4439.39 -2455.63 0.799988 
-4437.67 -2456.25 39.9981 
-4435.85 -2456.25 39.9981 
-4434.13 -2455.63 0.799988 
-4434.13 -2455.63 39.9981 
-4432.73 -2454.46 0.799988 
-4432.73 -2454.46 39.9981 
-4431.82 -2452.88 0.799988 
-4431.51 -2451.08 39.9981 
-4434.13 -2446.53 39.9981 
-4437.67 -2445.91 39.9981 
-4439.39 -2446.53 39.9981 
-4436.76 -2451.08 39.9981 
-4442.01 -2451.08 39.9981 
-4441.69 -2452.88 39.9981 
-4431.82 -2452.88 39.9981 
-4289.33 -2730.55 61.0174 
-4298.77 -2743.52 61.0174 
-4296.64 -2746.62 58.7695 
-4287.15 -2733.56 58.7695 
-4297.77 -2744.99 56.5216 
-4298.77 -2743.52 56.5216 
-4289.33 -2730.55 56.5216 
-4290.17 -2729.4 57.3802 
-4309.38 -2754.34 60.1588 
-4299.58 -2742.34 60.1588 
-4308.66 -2755.64 61.0174 
-4307.05 -2758.53 60.1588 
-4297.77 -2744.99 61.0174 
-4306.77 -2759.02 58.7695 
-4296.95 -2746.17 60.1588 
-4296.95 -2746.17 57.3802 
-4307.05 -2758.53 57.3802 
-4308.66 -2755.64 56.5216 
-4309.38 -2754.34 57.3802 
-4299.58 -2742.34 57.3802 
-4309.66 -2753.85 58.7695 
-4299.89 -2741.89 58.7695 
-4320.56 -2763.71 58.7695 
-4319.74 -2765.66 61.0174 
-4307.77 -2757.24 61.0174 
-4307.77 -2757.24 56.5216 
-4320.33 -2764.25 57.3802 
-4331.6 -2773.86 61.0174 
-4320.33 -2764.25 60.1588 
-4319.01 -2767.4 61.0174 
-4330.55 -2777.2 60.1588 
-4318.42 -2768.81 60.1588 
-4330.55 -2777.2 57.3802 
-4318.19 -2769.35 58.7695 
-4318.42 -2768.81 57.3802 
-4319.74 -2765.66 56.5216 
-4319.01 -2767.4 56.5216 
-4332.07 -2772.36 57.3802 
-4332.25 -2771.79 58.7695 
-4332.07 -2772.36 60.1588 
-4331.02 -2775.71 61.0174 
-4343.65 -2782.03 61.0174 
-4343.31 -2783.59 60.1588 
-4330.37 -2777.77 58.7695 
-4343.65 -2782.03 56.5216 
-4331.02 -2775.71 56.5216 
-4344.07 -2780.1 56.5216 
-4331.6 -2773.86 56.5216 
-4344.54 -2777.94 58.7695 
-4344.41 -2778.54 60.1588 
-4356.98 -2784.31 61.0174 
-4344.07 -2780.1 61.0174 
-4356.73 -2786.29 61.0174 
-4356.52 -2787.9 57.3802 
-4343.18 -2784.18 58.7695 
-4343.31 -2783.59 57.3802 
-4356.73 -2786.29 56.5216 
-4357.19 -2782.71 57.3802 
-4344.41 -2778.54 57.3802 
-4357.19 -2782.71 60.1588 
-4370.08 -2788.44 61.0174 
-4370.01 -2790.06 60.1588 
-4356.52 -2787.9 60.1588 
-4369.98 -2790.69 58.7695 
-4356.44 -2788.51 58.7695 
-4370.01 -2790.06 57.3802 
-4356.98 -2784.31 56.5216 
-4370.23 -2784.8 57.3802 
-4357.26 -2782.09 58.7695 
-4370.23 -2784.8 60.1588 
-4370.26 -2784.18 58.7695 
-4383.43 -2786.43 61.0174 
-4370.16 -2786.43 61.0174 
-4383.52 -2788.44 61.0174 
-4383.58 -2790.07 60.1588 
-4383.58 -2790.07 57.3802 
-4383.43 -2786.43 56.5216 
-4370.16 -2786.43 56.5216 
-4370.08 -2788.44 56.5216 
-4383.36 -2784.81 57.3802 
-4396.33 -2782.09 58.7695 
-4383.36 -2784.81 60.1588 
-4383.34 -2784.19 58.7695 
-4397.15 -2788.51 58.7695 
-4383.61 -2790.69 58.7695 
-4397.07 -2787.9 57.3802 
-4396.87 -2786.29 56.5216 
-4383.52 -2788.44 56.5216 
-4396.41 -2782.71 57.3802 
-4409.52 -2780.1 61.0174 
-4396.41 -2782.71 60.1588 
-4409.94 -2782.03 61.0174 
-4396.87 -2786.29 61.0174 
-4396.61 -2784.31 61.0174 
-4397.07 -2787.9 60.1588 
-4410.29 -2783.59 57.3802 
-4396.61 -2784.31 56.5216 
-4409.52 -2780.1 56.5216 
-4409.19 -2778.54 57.3802 
-4409.06 -2777.95 58.7695 
-4421.35 -2771.79 58.7695 
-4421.53 -2772.36 60.1588 
-4409.19 -2778.54 60.1588 
-4422.57 -2775.7 61.0174 
-4410.29 -2783.59 60.1588 
-4410.42 -2784.19 58.7695 
-4423.04 -2777.2 57.3802 
-4409.94 -2782.03 56.5216 
-4422.57 -2775.7 56.5216 
-4422 -2773.85 56.5216 
-4422 -2773.85 61.0174 
-4433.85 -2765.66 61.0174 
-4434.59 -2767.41 61.0174 
-4435.18 -2768.82 60.1588 
-4423.04 -2777.2 60.1588 
-4435.4 -2769.35 58.7695 
-4423.22 -2777.77 58.7695 
-4435.18 -2768.82 57.3802 
-4434.59 -2767.41 56.5216 
-4433.85 -2765.66 56.5216 
-4421.53 -2772.36 57.3802 
-4433.04 -2763.71 58.7695 
-4443.96 -2753.82 58.7695 
-4444.23 -2754.32 60.1588 
-4433.26 -2764.25 60.1588 
-4444.94 -2755.63 61.0174 
-4445.81 -2757.24 61.0174 
-4446.52 -2758.55 57.3802 
-4445.81 -2757.24 56.5216 
-4433.26 -2764.25 57.3802 
-4456.11 -2745.35 61.0174 
-4446.52 -2758.55 60.1588 
-4456.92 -2746.54 60.1588 
-4457.23 -2746.99 58.7695 
-4446.79 -2759.04 58.7695 
-4456.92 -2746.54 57.3802 
-4444.94 -2755.63 56.5216 
-4444.23 -2754.32 57.3802 
-4454.3 -2742.71 57.3802 
-4453.98 -2742.25 58.7695 
-4463.31 -2729.56 60.1588 
-4455.11 -2743.89 61.0174 
-4454.3 -2742.71 60.1588 
-4464.21 -2730.61 61.0174 
